id,box_count,box_size,box_dist_avg,risk_level
107,491,19.80050916,747.2508546,3
108,79,23.69810127,139.9032089,2
109,0,0,0,0
110,29,42.39482759,256.3189655,2
111,1042,14.33008637,216.7552031,4
112,65,65.61769231,280.0687861,3
113,201,12.34676617,281.0584577,2
114,323,107.3556502,719.2067644,4
115,683,14.1966325,737.5082349,2
116,72,36.08,297.29687,2
117,38,56.64868421,388.8785076,2
118,0,0,0,0
119,37,31.62702703,317.2016216,2
120,739,16.55311231,263.585251,3
121,249,19.78212851,232.505427,2
122,6,441.6583333,273.0408819,1
123,437,43.34279176,352.30647,3
124,78,135.825641,759.6250324,2
125,0,0,0,0
126,25,309.71112,859.608,2
127,48,85.809375,575.958982,2
128,359,88.48684123,884.4118596,3
129,141,24.18865248,219.5908359,2
130,897,34.29136009,427.629525,4
131,35,170.8488571,716.0105086,2
132,1107,57.88511743,1015.069454,4
133,112,43.60580357,526.216967,3
134,175,130.1114286,934.2820037,2
135,97,65.52216495,304.7286705,3
136,890,20.65799551,511.5360124,3
137,8,199.96875,347.7774996,1
138,85,32.42352941,244.9401438,2
139,1285,63.30678988,1108.386027,5
140,0,0,0,0
141,87,21.37068966,524.6911004,2
142,320,65.70859375,545.6011313,3
143,413,12.91864407,108.68421,3
144,34,268.8014706,500.3471723,2
145,285,43.63736842,607.2648777,3
146,0,0,0,0
147,336,47.75372024,908.3942807,3
148,245,108.4306694,688.2734172,4
149,312,88.45334615,992.2974077,3
150,419,48.62673031,470.6157523,4
151,117,91.825,167.5258681,4
152,0,0,0,0
153,140,45.63571429,363.4293036,4
154,265,23.61433962,851.7920418,2
155,182,158.7129121,1355.375416,3
156,283,25.91060071,280.4797862,3
157,221,20.14420814,306.0636254,2
158,269,87.16951673,652.7131787,3
159,114,63.03092105,320.1775152,3
160,71,21.8943662,127.1614223,3
161,288,47.14679861,375.6637452,3
162,203,40.74039409,454.0766266,3
163,152,88.30986842,626.9089241,3
164,10845,10.84284463,753.626232,3
165,105,75.34761905,975.612,2
166,106,62.8490566,474.6961761,2
167,238,33.21197479,129.6631488,3
168,72,42.275,260.2169028,2
169,602,27.75797342,494.7753706,3
170,644,10.08020186,287.1316271,3
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,44,104.8065909,435.6312174,2
175,40,157.5698,459.1800353,3
176,85,121.9081176,679.3700728,3
177,480,17.99947917,214.5964396,3
178,8359,18.40996531,675.9274569,4
179,37,82.27702703,293.918474,2
180,835,31.4857485,523.3319065,4
181,1283,37.50157833,871.9824908,4
182,0,0,0,0
183,1384,53.46710621,1047.262861,4
184,50,136.33112,361.5142112,3
185,135,36.97462963,399.1814085,2
186,20,84.245,255.3094084,1
187,221,107.4822262,641.288747,2
188,13,487.8384615,462.4120063,1
189,368,30.2538913,409.6073372,2
190,802,23.66645885,419.7318199,3
191,307,17.86319218,402.8817913,2
192,545,29.71366972,515.0521341,3
193,655,58.0848855,942.2770969,3
194,0,0,0,0
195,0,0,0,0
196,32,70.203125,515.5737567,2
197,308,77.74561688,666.3018278,2
198,308,20.15121753,409.6554795,3
199,639,37.05446009,617.0724237,3
200,101,130.7034158,994.5476832,2
201,191,84.12251309,700.7729198,3
202,116,20.85517241,179.9628936,2
203,0,0,0,0
204,0,0,0,0
205,58,173.4606552,772.7986651,2
206,57,62.29298246,804.6618922,1
207,215,45.78930233,425.9123877,3
208,0,0,0,0
209,235,35.15595745,315.5213895,3
210,71,25.0584507,292.6772938,2
211,345,52.24623188,394.7043006,3
212,1270,28.42692913,956.1880083,3
213,71,98.54295775,277.0903689,2
214,96,71.107625,876.3093947,2
215,41,70.51829268,229.5449695,2
216,69,7.673797101,46.60662475,2
217,63,25.36190476,202.3950934,2
218,233,25.90965665,413.7846685,2
219,104,134.9131346,978.3608025,3
220,0,0,0,0
221,19,272.0210526,523.023094,2
222,121,33.19297521,876.5651901,3
223,170,94.77117647,938.706378,2
224,48,56.88645833,843.8877881,2
225,0,0,0,0
226,150,62.7072,272.7120786,3
227,1637,11.69368357,526.2755653,3
228,322,20.00970497,604.9046743,2
229,243,59.57901235,480.6638778,3
230,25,71.8104,380.5526111,1
231,309,22.59401294,203.696451,3
232,15,231.272,390.6,1
233,118,40.65254237,282.8336774,2
234,44,168.7259091,484.3211806,2
235,179,101.5726257,668.616992,2
236,234,78.28571795,921.3692176,2
237,151,10.26986755,107.9188701,2
238,219,43.55342466,735.8870479,2
239,0,0,0,0
240,70,78.86862857,423.0106121,2
241,483,55.09637681,612.1839497,3
242,1062,22.81610546,319.3029732,4
243,15,202.1416667,454.0380952,1
244,40,372.12875,1101.965812,3
245,1448,10.91046271,530.655261,3
246,223,18.17847534,273.8067204,2
247,38,282.4118421,886.9130655,2
248,27,25.40185185,181.7421755,2
249,132,27.29242424,529.4908281,2
250,201,21.20547264,267.433409,2
251,1550,25.78967742,614.0924087,3
252,83,27.59216867,299.9148178,2
253,0,0,0,0
254,123,42.66178862,343.8042088,2
255,536,12.16277985,209.2043859,3
256,0,0,0,0
257,3245,11.26811402,342.4764045,4
258,196,130.373852,1095.508856,2
259,111,28.1981982,296.2190008,2
260,59,72.09915254,306.6617167,2
261,261,67.50706513,614.7210662,3
262,227,55.00286344,509.8785845,2
263,104,102.9427885,355.4688969,2
264,802,42.4494389,498.5862312,3
265,307,61.37410423,520.6706697,3
266,243,76.5755144,683.8258191,3
267,0,0,0,0
268,377,93.43660477,917.067972,3
269,108,26.18472222,242.2348564,2
270,69,155.6188406,1204.289855,2
271,0,0,0,0
272,270,23.95037037,520.0830212,3
273,64,148.6886719,337.3545691,2
274,1551,23.05751128,430.9740084,4
275,326,13.83282209,249.2392438,3
276,5,136.89,247.6921738,1
277,97,35.08814433,306.4931271,2
278,458,15.71735808,232.9474539,3
279,48,79.84791667,460.7306632,2
280,2344,17.06913396,290.6730613,5
281,106,100.9806604,399.8786038,3
282,240,60.55411667,516.2576862,3
283,113,109.8823009,333.0897029,3
284,449,82.40846325,1081.405433,3
285,66,107.2863636,482.7050886,3
286,60,109.9137,735.2978531,2
287,40,103.2625,494.2743927,1
288,125,24.2172,533.8620813,2
289,24,209.675,837.6115338,1
290,381,62.41775853,696.7545327,3
291,244,113.5686475,502.0154458,4
292,0,0,0,0
293,122,71.8352459,635.4953688,2
294,863,25.8292584,322.270263,4
295,84,40.50416667,200.8654687,3
296,816,87.49690564,816.1463371,4
297,1099,8.637238399,286.9719896,3
298,576,5.583072917,142.7709269,2
299,573,40.62600349,596.783774,3
300,152,68.84440789,382.458661,3
301,144,97.4375,427.3428334,3
302,644,21.15093168,671.2280496,3
303,98,39.29102041,637.7926215,2
304,5,53.46,92.89034119,1
305,25,67.692,671.6083333,1
306,114,67.42653509,371.5354376,2
307,38,37.01710526,240.2803698,2
308,226,10.5659292,260.9586091,2
309,20,51.03,307.8443685,1
310,278,28.8205036,254.0905398,3
311,681,52.06100147,535.0488479,4
312,28,162.0696429,920.4717813,2
313,171,26.12134503,146.821867,3
314,114,37.24035088,401.4043782,3
315,218,38.75848624,348.0499382,3
316,21,74.89285714,239.9721815,1
317,169,27.86538462,453.2513533,2
318,399,53.72856642,1327.904008,2
319,22,211.15,389.396845,2
320,1459,14.44578478,364.7676403,3
321,389,56.13984576,580.9327498,3
322,252,54.13611111,341.6571219,3
323,424,20.43301887,742.9431811,3
324,56,67.64285714,741.2527679,2
325,1003,12.53753739,289.5160949,3
326,15,119.61,874.8978969,1
327,434,33.500553,662.2595119,4
328,69,125.6007246,829.4988576,2
329,538,40.52211896,799.0286889,3
330,1385,14.08480144,135.4498967,3
331,169,123.7553254,639.8208369,3
332,0,0,0,0
333,270,86.53722222,617.4272229,3
334,773,26.95595084,272.0624832,3
335,488,26.98422131,308.5065222,3
336,284,24.33503521,690.8161798,2
337,414,24.07270531,732.8035759,2
338,1200,21.00020833,623.4867415,3
339,786,32.87290076,901.1898267,3
340,203,16.88990148,653.8838681,2
341,208,41.09855769,413.365532,3
342,976,44.71721311,580.9047949,4
343,506,10.76245059,212.6285582,3
344,278,57.31420863,496.2438966,3
345,29,101.2384138,446.6723933,1
346,5458,13.44017955,752.6378499,4
347,226,14.85973451,1075.00952,2
348,106,114.6858491,915.2086927,3
349,770,24.1357967,497.6017815,2
350,670,4.450671642,262.668694,0
351,0,0,0,2
352,85,21.46705882,278.0072829,2
353,311,12.85241158,383.6475769,3
354,567,30.12045855,346.6141949,3
355,0,0,0,0
356,0,0,0,0
357,24,51.88541667,139.4691576,2
358,408,46.8942402,786.8139123,3
359,432,29.77569444,636.4163863,3
360,782,11.05613811,284.3849629,3
361,0,0,0,0
362,249,32.76104418,779.2242888,3
363,42,42.93095238,371.5122358,2
364,161,24.21273292,275.2982267,2
365,59,97.47457627,448.2123086,2
366,187,51.47208556,445.1484164,2
367,129,47.28333333,381.0972384,2
368,145,34.80241379,263.4972957,2
369,0,0,0,0
370,125,39.9592,272.6628387,2
371,359,34.33947075,677.5860958,2
372,382,24.92146597,650.9196744,3
373,338,10.89571006,301.1585255,3
374,308,33.35811688,605.7565567,2
375,175,31.77142857,382.8797908,3
376,120,64.5575,380.7651214,3
377,54,43.98055556,236.037783,2
378,108,93.4412037,736.1448067,2
379,228,48.2754386,377.350477,3
380,183,21.68688525,548.6799348,2
381,229,41.571869,482.5990554,3
382,76,94.64473684,359.007916,2
383,1357,30.81280398,551.1540306,3
384,594,14.69722222,334.2768797,3
385,369,19.80718157,154.2136706,3
386,98,87.40688776,427.101648,2
387,172,29.56677326,307.6319977,3
388,103,94.18495146,569.0840206,2
389,5601,11.57162114,504.1375668,4
390,0,0,0,0
391,233,54.01764807,515.9975625,3
392,65,127.9546154,1011.146335,2
393,263,18.92414449,186.0706362,3
394,33,28.46287879,137.0456969,2
395,21,62.38095238,649.3571429,1
396,1,27.342,0,0
397,63,94.70238095,543.7546714,2
398,1119,20.72269884,388.9323533,3
399,41,115.7979268,290.6016667,2
400,320,30.0438375,907.5846687,2
401,0,0,0,0
402,62,37.74274194,480.9569181,2
403,441,14.25478458,462.9550029,3
404,1144,31.47473776,959.0019423,3
405,440,53.99034091,503.5951255,4
406,26,200.7596154,595.0900748,2
407,0,0,0,0
408,0,0,0,0
409,421,97.24634679,1230.383596,3
410,266,22.739,547.339646,2
411,463,23.63812095,813.339567,3
412,112,43.07589286,780.540017,3
413,216,20.628125,309.5535204,3
414,62,367.2491935,1016.551491,2
415,483,53.55910973,744.7298198,3
416,74,91.30236486,410.827372,2
417,0,0,0,0
418,257,31.21070039,234.1847527,3
419,452,52.17986726,257.3438821,5
420,0,0,0,0
421,788,43.22200254,556.66074,4
422,0,0,0,0
423,61,67.74344262,353.989898,2
424,70,106.515,731.1426843,2
425,105,161.6657143,689.1898826,2
426,412,39.39836165,746.3889214,3
427,103,211.8004854,1024.459946,2
428,504,48.63174603,557.6621542,3
429,0,0,0,0
430,36,29.67916667,114.8912037,2
431,112,60.87678571,453.0494556,2
432,61,258.3745902,1479.895578,2
433,247,22.1242915,474.6199664,2
434,420,54.15195714,541.2189141,3
435,162,32.34506173,202.5454566,2
436,1026,30.74429825,559.3064166,3
437,1477,6.42859174,337.811064,2
438,0,0,0,0
439,170,65.24911765,458.1601117,2
440,1087,32.37713891,798.7514238,3
441,262,43.55543511,454.4663572,2
442,172,16.01831395,321.1833605,2
443,310,20.24767097,215.5110472,3
444,95,59.03421053,330.7312878,2
445,164,98.27135366,551.9304474,3
446,627,24.23197767,469.9741482,3
447,433,88.0687067,488.221888,4
448,98,72.87653061,459.3315022,3
449,187,49.51417112,471.9372968,3
450,15,189.09,228.2358749,1
451,3700,21.84488488,1755.145703,3
452,87,295.7436782,894.9223113,3
453,209,13.74019139,320.1360974,2
454,68,36.99264706,803.152804,2
455,422,8.543127962,293.1020702,2
456,57,172.0758772,445.5314887,2
457,2288,11.7986451,494.800218,3
458,148,55.69121622,415.0990663,3
459,157,61.15461783,508.2746067,3
460,0,0,0,0
461,162,88.71733333,562.5792623,2
462,115,85.98217391,750.8654518,2
463,48,196.6755208,616.2636229,2
464,99,29.0440404,194.6299233,2
465,0,0,0,0
466,68,90.91388235,358.3615891,2
467,187,18.57877005,805.7208732,2
468,0,0,0,0
469,158,14.60506329,452.0907413,2
470,451,15.61252772,486.9004193,2
471,264,96.19109848,469.4815694,3
472,657,13.45196804,185.2094399,4
473,0,0,0,0
474,164,25.88689024,363.6843326,2
475,68,99.83841176,565.4124759,2
476,0,0,0,0
477,253,61.38814229,1001.439087,2
478,0,0,0,0
479,922,13.75357918,421.2871502,3
480,9026,10.53539774,640.3708792,3
481,241,52.23184647,317.0729251,3
482,3081,12.91793249,617.4499938,3
483,498,34.72695783,652.9054084,3
484,8,130.4,320.7416786,1
485,462,61.15573593,754.102287,2
486,1677,24.03658318,443.3723504,4
487,94,60.42446809,582.4529084,2
488,662,30.17296073,335.4553222,4
489,0,0,0,0
490,262,17.56765267,236.9735395,3
491,166,13.07409639,676.4748543,2
492,466,40.84592275,747.5195248,2
493,637,11.10380534,346.2594939,3
494,140,12.53964286,601.5464938,2
495,377,8.736339523,308.4472459,2
496,286,15.30926573,230.9620763,2
497,159,45.48561006,327.2942411,2
498,186,33.14354839,252.1306742,2
499,346,54.52846821,614.6391823,3
500,329,76.21033435,891.7383349,3
501,116,64.28974138,534.9327654,2
502,59,146.8569492,563.3956553,2
503,56,21.34910714,293.7719221,2
504,218,73.5293578,494.8960727,2
505,19,44.97631579,442.4917676,1
506,356,14.50224719,271.7497296,2
507,198,39.73308081,230.8899077,3
508,360,11.39722222,233.7478494,2
509,21,232.7911429,556.8617143,1
510,442,45.14870136,672.3148848,3
511,264,10.39848485,406.0555288,2
512,143,16.76783217,285.4683345,2
513,185,56.41578378,521.659589,2
514,165,51.8330303,370.8810415,3
515,107,25.62009346,159.3291248,3
516,240,39.10804167,420.7661653,3
517,462,18.72668831,289.7102411,3
518,959,14.14770594,517.6472315,2
519,0,0,0,0
520,123,48.74146341,285.1820675,3
521,89,109.5002809,301.4682358,3
522,444,7.350563063,282.9650162,2
523,317,55.47870662,660.2087398,3
524,0,0,0,0
525,346,46.60202312,1010.687423,2
526,320,10.528125,315.2486475,2
527,0,0,0,0
528,10,170.823,99.6900315,1
529,21,98.40238095,315.0029762,2
530,85,45.33823529,594.4987563,2
531,76,108.6486842,663.0845789,2
532,0,0,0,0
533,1370,28.85952555,668.4715083,3
534,776,46.76662371,762.9159245,3
535,64,114.1703125,714.0367352,2
536,62,30.80806452,245.0682628,2
537,0,0,0,0
538,69,140.9384058,630.1343308,2
539,527,29.77191651,585.4341797,3
540,207,58.42077295,775.6947069,3
541,565,38.27960177,787.2039224,3
542,216,13.14814815,127.3631028,3
543,165,90.36439394,319.7680217,3
544,252,49.9452381,282.8784538,2
545,248,95.41068548,476.3623123,3
546,70,41.21285714,447.891177,2
547,527,20.94962049,914.0922594,2
548,61,94.99767213,821.76,2
549,13,53.77692308,365.4874615,1
550,283,37.13869258,264.5529837,3
551,547,37.47047532,754.9475051,3
552,46,162.9576087,681.294132,2
553,162,52.82253086,673.502726,3
554,195,75.03769231,1208.459174,3
555,394,102.8720178,1222.440815,3
556,233,10.23476395,408.3542069,2
557,71,21.13239437,264.8448582,2
558,156,109.2378205,908.105497,2
559,25,43.03,238.7070333,1
560,297,57.87525253,477.7365035,2
561,479,14.94686848,221.5463733,2
562,5,241.3,397.2756559,1
563,0,0,0,0
564,533,71.48836773,638.9085,3
565,19,126.6868421,270.4162917,2
566,480,15.6479375,231.9341232,3
567,147,73.56105442,360.6921554,3
568,49,54.85408163,195.7868481,2
569,60,133.40375,517.0118491,2
570,204,35.41911765,374.1828843,2
571,15,490.6932,825.1533968,1
572,52,258.5161538,845.4885311,2
573,63,105.2345238,682.7105351,2
574,336,50.50193452,604.5557364,3
575,161,69.42484472,374.2892422,3
576,32,362.765625,988.2777471,2
577,8351,10.79150234,707.3405,3
578,122,42.98032787,387.5518588,2
579,124,28.96572581,277.1639785,2
580,383,6.217885117,126.0175375,2
581,83,15.56385542,142.3527608,2
582,0,0,0,0
583,0,0,0,0
584,114,100.7899123,483.7941016,2
585,40,64.17375,264.9429104,2
586,248,21.92237903,600.0257385,2
587,33,154.8666667,563.3054545,2
588,5055,11.05216142,391.6202463,4
589,67,247.5925373,1160.71084,2
590,131,33.62022901,329.343937,2
591,13546,20.89467813,996.4036917,3
592,28,39.85357143,988.6794312,1
593,132,104.6106061,553.6822423,3
594,161,57.09751553,611.12756,3
595,25,29.856,303.15853,2
596,210,23.38666667,318.4419837,2
597,124,41.60927419,348.2450189,2
598,151,27.31309934,168.6298159,2
599,38,380.1014211,673.0545937,2
600,544,10.40303309,334.7963636,2
601,135,42.65,608.3274693,2
602,580,36.63788793,771.4058721,3
603,172,33.65581395,271.2596293,3
604,115,31.16046823,293.0940012,2
605,0,0,0,0
606,737,31.62544098,678.3075661,2
607,175,48.75571429,462.511732,2
608,22,88.08427273,887.1818182,1
609,15,59.94,294.7431844,1
610,498,18.60672691,480.2143027,3
611,309,14.86537217,338.9229952,3
612,149,77.6647651,443.7018417,4
613,430,19.54732558,623.6949864,2
614,143,105.6814685,653.6622371,3
615,22,216.1625,352.2569835,3
616,147,116.8620748,324.8619983,4
617,569,47.86019332,705.1546516,3
618,450,21.00333333,444.0761825,4
619,21,114.6404762,405.3214571,2
620,111,93.27432432,857.1842752,3
621,78,232.9435897,1282.072416,3
622,97,33.92525773,208.0753794,3
623,140,62.08642857,303.4269219,3
624,187,32.96082888,524.8472141,3
625,10,343.94,610.3695201,2
626,32,83.7046875,404.1543335,2
627,111,55.87905405,284.8565728,4
628,132,36.00516667,392.6585782,3
629,0,0,0,0
630,175,63.56485714,315.3894428,4
631,1318,13.34358877,487.4742634,4
632,18,316.8444444,821.1468802,2
633,8,96.6805,161.1024218,2
634,1314,11.07336377,228.4906955,4
635,393,40.47201018,310.4198745,4
636,281,16.22170819,304.328085,3
637,50,222.601,711.406072,3
638,1129,18.20959256,473.091058,4
639,466,12.15354077,628.4357581,3
640,110,41.08790909,291.0431603,3
641,349,28.62063037,394.1612766,3
642,134,47.30410448,399.087375,3
643,287,62.71898955,727.7870686,3
644,649,19.53952234,480.2601835,3
645,332,54.35768072,824.0837072,3
646,270,38.68574074,230.5372995,3
647,976,37.84754098,665.6786225,3
648,504,65.24830159,681.598113,4
649,300,39.21925,541.2191993,3
650,381,10.3,208.5401263,3
651,244,31.35358607,456.6034199,2
652,15426,13.82096772,601.1501917,3
653,3231,32.45420922,726.7483245,4
654,25,129.98,590.3458333,1
655,115,20.87826087,581.55848,2
656,176,55.09220455,845.2191943,2
657,1014,23.97465483,1085.175429,3
658,1758,10.60088168,249.6707749,3
659,108,58.39074074,515.0853583,2
660,878,44.37460137,1044.825572,3
661,22,129.3840909,349.8090008,1
662,332,24.28283133,287.2102002,3
663,61,40.17459016,234.4871246,2
664,3,604.8,1268.742106,1
665,2079,24.57699567,693.2792296,3
666,550,36.82709091,690.4364647,2
667,156,23.45512821,386.4474342,2
668,39,53.41153846,250.8570713,2
669,44,54.95795455,366.7565919,2
670,0,0,0,0
671,1593,10.60477087,251.9562722,4
672,109,56.0793578,292.0480802,3
673,0,0,0,0
674,47,84.68510638,490.0332655,2
675,468,28.00940171,285.6170073,3
676,388,21.57699742,552.3254027,3
677,335,37.48826269,485.7880154,3
678,10,194.225,706.0015584,1
679,3601,32.99070397,1085.287718,4
680,39,85.25,333.0516579,2
681,0,0,0,0
682,570,19.52333333,675.774303,3
683,127,17.58937008,222.2619803,2
684,25,379.589,589.197846,2
685,376,11.47639628,208.4938467,2
686,171,21.25292398,809.380289,2
687,223,56.17975785,509.3412647,2
688,0,0,0,0
689,126,23.42539683,602.9186971,2
690,764,26.25405759,812.61844,2
691,1131,29.76769938,560.4833398,3
692,120,121.63625,647.8578773,2
693,0,0,0,0
694,121,41.48636364,546.6967114,2
695,0,0,0,0
696,471,19.07208068,566.3121203,3
697,779,21.72346983,248.0757333,3
698,3844,12.21611602,432.228825,3
699,13,263.3884615,335.8547009,1
700,119,30.24672269,589.7188947,2
701,393,51.17493639,488.6188356,3
702,337,19.0611276,158.0994263,3
703,0,0,0,0
704,59,68.53813559,609.4704267,2
705,133,234.6054511,1066.903203,3
706,368,75.56277174,751.5008423,3
707,913,29.95775685,376.4318138,3
708,393,49.26571247,525.4072945,3
709,317,17.27223975,273.4826134,3
710,62,246.9591935,704.4086669,3
711,26,380.8115385,489.9526715,2
712,642,86.78683022,1048.18415,3
713,30,196.59,621.9360632,2
714,849,22.33869022,644.2042258,3
715,107,71.17429907,704.7396788,2
716,832,10.47145433,229.0641918,3
717,68,90.84485294,168.5481878,2
718,260,33.57384615,308.6737329,2
719,71,23.71549296,503.276782,2
720,106,57.38679245,665.8442595,2
721,39,106.3064103,562.36083,2
722,305,41.57696721,663.2360241,2
723,591,12.73575296,234.4064722,2
724,0,0,0,0
725,258,75.92693798,632.4581452,3
726,654,10.04036697,367.6137692,3
727,77,109.7441558,604.950573,2
728,127,15.78559055,250.6550431,2
729,692,21.88927023,448.5801633,4
730,317,86.28706625,988.4583735,3
731,32,127.6434375,701.951371,2
732,142,186.9422535,1172.401392,2
733,292,31.81215753,629.3250198,3
734,2817,14.928541,552.9964216,3
735,429,36.8527972,301.5140623,3
736,33,134.769697,684.0681818,1
737,302,37.09321192,703.7400214,3
738,253,29.88833992,284.5978556,3
739,526,47.14011407,866.5384774,3
740,413,31.30205811,381.8869266,3
741,60,28.966,275.9795904,2
742,100,459.11739,1697.87059,2
743,290,32.49827586,388.4365741,2
744,343,159.1587464,1328.67025,3
745,38,124.5019737,500.9312565,2
746,101,48.74930693,356.4603881,2
747,437,16.35812357,386.3691009,3
748,0,0,0,0
749,95,32.02587368,181.3949981,2
750,1542,20.507393,661.7530968,3
751,48,71.58854167,664.8774217,2
752,108,132.4569444,656.5717809,2
753,53,196.0283019,717.461224,2
754,2276,10.17644991,853.0769557,3
755,216,13.6275463,225.9633933,3
756,106,53.10462264,348.8189278,2
757,269,27.40724907,291.7539144,3
758,72,168.1144444,620.7923415,3
759,194,28.39123711,488.2369745,3
760,458,15.51091703,785.8409239,2
761,102,166.6208824,942.6952436,2
762,584,18.79049658,349.662741,3
763,129,29.5503876,523.0808721,2
764,388,28.28756443,449.0533836,3
765,109,90.43899083,517.1954709,3
766,2838,14.19191332,449.3146484,3
767,229,22.79585153,299.1314123,3
768,789,12.16730038,513.517225,2
769,129,48.64767442,275.475,3
770,64,27.26796875,428.7778555,2
771,109,55.92321101,315.5917635,2
772,226,46.13606195,519.4150382,2
773,132,87.67631818,926.5695678,3
774,104,34.41009615,622.4353706,2
775,168,76.72351786,363.0203122,4
776,52,103.5878846,784.053997,2
777,21,88.45714286,317.5940721,2
778,250,20.8222,477.5249933,2
779,134,159.4660448,986.1769528,2
780,189,71.87883598,590.1272482,2
781,339,25.92050147,343.7765216,3
782,145,28.58496552,339.8371242,3
783,148,55.51942568,629.0677805,2
784,866,16.83058891,301.3765426,3
785,305,35.55,160.1401012,3
786,41,110.3317073,302.6667073,2
787,1147,14.42959895,521.835007,3
788,131,244.0448473,1250.148366,2
789,115,75.67306087,513.7410203,3
790,16,98.61875,322.05375,1
791,44,71.75059091,376.3258217,2
792,178,72.1650618,382.6806999,3
793,338,97.10680473,977.8714247,3
794,150,96.902,383.9679441,3
795,20,218.7875,602.886709,2
796,187,82.31700535,750.0173251,3
797,0,0,0,0
798,93,53.2016129,280.0922694,2
799,205,32.60585366,234.310071,3
800,57,64.96831579,350.8928815,2
801,31,36.13225806,364.633032,1
802,245,93.99673469,608.160651,3
803,24,146.5625,516.345788,2
804,33,62.19133333,166.508927,2
805,779,20.04252,602.8187891,3
806,39,243.5503077,637.9885628,2
807,0,0,0,0
808,72,90.16019444,496.2058855,3
809,313,35.63992332,421.3285131,4
810,145,90.22965517,590.25448,2
811,43,133.4639535,592.0321152,3
812,768,15.96021615,440.60336,3
813,59,470.8800847,725.7205143,2
814,173,43.29797688,337.2569583,3
815,694,14.24646974,209.5041448,4
816,1463,20.83470813,744.9770345,3
